token,τ,dx,dy
and,1,0.023783955723047256,-0.08951085153967142
and,1,-0.1421058918349445,0.19637878984212875
and,1,-0.06383567862212658,0.00783519260585308
and,1,0.12044228333979845,0.07063670642673969
and,1,-0.041164331138134,0.010759243741631508
and,1,-0.020203612744808197,-0.1577897509559989
and,1,-0.02034946344792843,0.07356436178088188
and,1,0.07037392165511847,0.042610432486981153
and,1,0.09733879193663597,-0.023839196190238
and,1,-0.06437933444976807,0.027213426306843758
and,1,-0.01700165995862335,-0.05730623006820679
and,1,-0.03981000930070877,0.007304039783775806
and,1,-0.04322107881307602,0.03174850717186928
and,1,0.08199239708483219,0.09511390328407288
and,1,-0.03815421834588051,-0.08756556361913681
and,1,0.10765750147402287,-0.06422610580921173
and,1,-0.09718985483050346,0.03595970571041107
and,1,0.061365146189928055,0.03256380744278431
and,1,-0.0090296920388937,-0.06629837863147259
and,1,-0.040791799779981375,0.07273749820888042
and,1,-0.044287475757300854,0.055676259100437164
and,2,0.03330720402300358,-0.07321055419743061
and,3,-0.033245015889406204,0.0865749642252922
and,3,0.009026629850268364,-0.05319315567612648
and,3,0.024764737114310265,0.09410226531326771
and,3,-0.037679691798985004,-0.08194100484251976
and,3,0.01612651627510786,0.021802077069878578
and,3,-0.016775472089648247,-0.026072099804878235
and,3,0.05870194360613823,0.005459553562104702
and,3,-0.0019887862727046013,-0.05443530413322151
and,4,-0.034348026500083506,-0.07006948813796043
and,5,0.014864837750792503,0.09297555685043335
and,5,0.05004291608929634,-0.09790827613323927
and,5,-0.10708273947238922,-0.00769970566034317
and,5,0.21491216495633125,-0.007490355521440506
and,5,-0.07654346339404583,0.05655764788389206
and,5,-0.006801752373576164,-0.00827174261212349
and,5,-0.0006525395438075066,0.02668001875281334
and,5,-0.00034319935366511345,0.016260541044175625
and,5,-0.05328565579839051,-0.04384241346269846
and,5,0.04350031726062298,0.03063090331852436
and,5,-0.057816239073872566,0.005320879630744457
and,5,-0.06243621092289686,-0.024358510971069336
and,5,0.06460337620228529,0.053003692999482155
and,5,-0.1275092028081417,0.026595134288072586
and,5,0.08888752572238445,-0.05646872892975807
and,5,0.022955454885959625,0.02016419731080532
and,5,0.08229869417846203,-0.010173764079809189
and,5,-0.07718624360859394,-0.11548282019793987
and,5,0.025661345571279526,0.17201515287160873
and,5,0.04710223153233528,0.026842533610761166
and,5,0.0006073173135519028,0.013297488912940025
and,5,-0.001380475820042193,-0.014434814453125
and,5,-0.0156311159953475,-0.11056827753782272
and,5,-0.00929280137643218,0.016997367492876947
and,5,0.06935615604743361,-0.082468805834651
and,5,-0.15714139956980944,0.10899293795228004
and,5,0.098120485432446,0.04105604812502861
and,5,0.01381640275940299,-0.08023855090141296
and,5,-0.054257867857813835,0.012166977394372225
and,5,0.08908705413341522,0.07195089739980176
and,5,0.0028931796550750732,0.007243319880217314
and,5,-0.16610800102353096,-0.10454011708498001
and,5,0.15067771822214127,0.0057260747998952866
and,5,0.05549986008554697,-0.1222406248562038
and,5,-0.0882929377257824,0.13530615717172623
and,5,0.015613514930009842,0.002628939226269722
and,5,-0.005450183525681496,0.023973481729626656
and,5,-0.06526029109954834,0.016840368509292603
and,5,0.09268228150904179,-0.10415385849773884
and,5,-0.08441887982189655,0.14315913245081902
and,7,-0.09241013508290052,-0.0682610385119915
and,7,0.0989005845040083,0.03716187737882137
and,7,-0.059673190116882324,0.05802175961434841
and,7,0.1559748351573944,-0.05519605986773968
and,7,0.000707089900970459,-0.05572995264083147
and,7,-0.09300868585705757,0.1091037392616272
and,7,0.0019993800669908524,-0.06851771473884583
and,7,-0.02036667801439762,-0.02161018829792738
and,7,0.07905920967459679,-0.10715977102518082
and,7,-0.13630493450909853,0.11186395166441798
and,7,-0.014519255608320236,-0.0504559725522995
and,7,-0.011091554537415504,0.13095134869217873
and,7,0.15137398010119796,-0.054794421419501305
and,7,-0.12042944878339767,-0.024408570490777493
and,7,0.07911975681781769,0.018092868849635124
and,7,-0.05878044478595257,0.0545771811157465
and,7,0.17067292239516973,-0.07700386270880699
and,7,-0.1314027989283204,0.13834454957395792
and,7,0.03614672087132931,-0.061744678765535355
and,7,-0.03643542528152466,-0.09245108440518379
and,7,0.1462347572669387,0.05918929073959589
and,7,-0.15843059169128537,0.004805225878953934
and,7,-0.022662964183837175,-0.025399640202522278
and,7,0.025091986171901226,-0.0009951554238796234
and,7,0.04868381470441818,-0.057670094072818756
and,7,-0.08680274896323681,0.0454229898750782
and,7,0.03364758379757404,0.06834712717682123
and,9,-0.003805914893746376,-0.04131998121738434
and,9,-0.06223131716251373,0.02230563946068287
and,9,0.08923738822340965,0.008264903910458088
and,9,-0.05724167823791504,-0.1352546624839306
and,9,0.14280145056545734,-0.02357536554336548
and,9,-0.05785771366208792,0.18896994087845087
and,9,-0.07785097323358059,-0.19245586544275284
and,9,-0.019925424829125404,0.15995875373482704
and,9,0.07722141966223717,-0.10432423278689384
and,9,0.12154638953506947,0.06649421621114016
and,9,-0.08301199600100517,-0.13364630565047264
and,9,-0.04058041796088219,0.034140972420573235
and,9,0.026891911402344704,0.021209318656474352
and,9,0.06440030550584197,-0.038332616444677114
and,9,0.002382864709943533,0.04532607737928629
and,9,-0.0377355283126235,0.016644657589495182
and,9,-0.040062395855784416,0.012101538479328156
and,9,-0.040053908713161945,-0.03631353937089443
and,9,0.15895670093595982,0.018677894957363605
and,9,-0.03258594125509262,-0.028673416934907436
and,9,-0.0817915815860033,0.009177268482744694
and,9,-0.07543169800192118,0.12440615426748991
and,9,-0.015008112415671349,-0.08896568603813648
and,9,0.11224564723670483,0.04203852638602257
and,9,-0.0037594065070152283,-0.048162613064050674
and,9,0.0198958283290267,-0.059351698495447636
and,9,0.015477156266570091,0.010846748948097229
and,9,-0.10199323948472738,0.044863609597086906
and,9,0.17690368369221687,-0.044230829924345016
and,9,-0.2892032861709595,0.11777918413281441
and,9,0.08397477539256215,-0.10384981939569116
and,9,0.028829287737607956,0.1048548324033618
and,9,0.056735288351774216,0.07473015319555998
and,9,-0.17410281114280224,-0.10989401675760746
and,9,0.04395993426442146,0.03177162818610668
and,9,-0.008741583675146103,-0.03020789148285985
and,9,0.11719266325235367,0.08507559401914477
and,9,-0.05249420739710331,-0.11653868481516838
and,9,0.13741601631045341,-0.026201349683105946
and,9,-0.11149174999445677,-0.0009125163778662682
and,10,0.132572203874588,0.03996420465409756
and,10,-0.15325751155614853,-0.04471858963370323
and,11,-0.030901662074029446,-0.008977597579360008
and,11,-0.0326271653175354,-0.05554836243391037
and,11,0.1763856839388609,-0.00982741266489029
and,11,-0.001443222165107727,0.10389327444136143
and,11,-0.0009118886664509773,0.03605904709547758
and,11,-0.19851651415228844,-0.08074204530566931
and,11,0.1468808171339333,0.008713910356163979
and,11,0.0035869223065674305,0.007162125315517187
and,11,-0.03160683810710907,-0.0376020148396492
and,11,-0.12544001452624798,-0.03626633295789361
and,11,0.15483660623431206,0.05325809493660927
and,11,0.0045311227440834045,-0.03216939512640238
and,11,-0.029185641556978226,0.0887011424638331
and,11,0.03417533449828625,-0.04422003962099552
and,11,-0.04106022883206606,0.1021994398906827
and,11,-0.056596267968416214,-0.17597218044102192
and,11,0.04727543890476227,0.07377794198691845
and,11,0.06228712387382984,-0.03690614737570286
and,11,-0.032190799713134766,-0.047049874905496836
and,11,-0.015253707766532898,0.03933080565184355
and,11,-0.1513108517974615,0.07179797254502773
and,11,0.026291169226169586,-0.13417016109451652
and,11,0.18620397802442312,0.1633253674954176
and,11,-0.23081199824810028,-0.1265514586120844
and,11,0.08336899988353252,0.15945181995630264
and,11,0.022395732812583447,-0.04069061949849129
and,11,-0.123271644115448,-0.1638699397444725
and,11,0.1915332842618227,0.15387246571481228
and,11,0.002253098413348198,0.1330280788242817
and,11,0.11483104340732098,-0.2517332248389721
and,12,-0.05421639606356621,0.17647953378036618
and,12,-0.18068712577223778,-0.12146503641270101
and,12,0.04969209246337414,-0.05899097677320242
and,13,0.10905943438410759,0.004605583846569061
and,13,-0.21736982092261314,0.005135849118232727
and,13,0.2079828940331936,-0.00014999695122241974
and,13,-0.13309476897120476,0.10951383737847209
and,13,-0.031171312555670738,-0.11361835524439812
and,13,0.049537455663084984,0.004266571253538132
and,13,0.028569767251610756,0.09476226102560759
and,14,0.06871982477605343,0.053444419987499714
and,14,-0.03230216074734926,-0.0705917440354824
and,14,0.03727640537545085,0.11900771781802177
and,14,-0.017826196737587452,-0.19455693708732724
and,15,-0.03549980744719505,0.14125265181064606
and,15,-0.13331149145960808,-0.1532537303864956
and,15,0.2669343752786517,0.07763727940618992
and,15,-0.17045855056494474,0.005344044417142868
and,15,0.10874528018757701,0.11234303005039692
and,15,-0.18860753625631332,-0.18286799639463425
and,15,0.1369207203388214,0.12328052520751953
and,15,-0.09377314150333405,-0.022408777847886086
and,15,0.15336149046197534,-0.04932912811636925
and,15,-0.12364933174103498,0.08170641213655472
and,15,0.042800788884051144,0.008653650060296059
and,15,-0.02669974765740335,-0.02545845787972212
and,15,-0.04165869764983654,-0.06092545483261347
and,15,0.276299387216568,-0.06040948070585728
and,15,-0.13311470672488213,0.1800977997481823
and,15,-0.05404577450826764,-0.029867441626265645
and,15,-0.09296170435845852,-0.04901451338082552
and,15,-0.012645052745938301,0.012022377923130989
and,15,-0.009219568222761154,-0.13929710164666176
and,15,0.13892176374793053,0.13323039608076215
and,15,-0.06611467339098454,0.1049293652176857
and,16,0.10715780034661293,-0.1808475824072957
and,17,-0.05514781177043915,0.0064628287218511105
and,17,-0.0818285346031189,0.022773904725909233
and,17,0.09940171055495739,0.039333831518888474
and,17,0.0061754086054861546,-0.0036658290773630142
and,17,-0.0677540572360158,-0.00875110924243927
and,17,-0.021250787191092968,0.11923487018793821
and,17,0.010108470916748047,-0.03935466054826975
and,17,0.07686684094369411,-0.08358595333993435
and,17,-0.007772344630211592,0.0453422861173749
and,17,0.019411197863519192,-0.09462349396198988
and,17,0.0020228568464517593,0.12581845745444298
and,17,-0.0364285446703434,-0.10698103159666061
and,17,0.0067607928067445755,0.02586367540061474
and,17,-0.04447674937546253,0.11885500513017178
and,17,-0.06550963781774044,-0.1067806389182806
and,17,0.09871638659387827,0.035365618765354156
and,17,-0.02014188002794981,0.07722782110795379
and,18,0.05923526547849178,-0.0954054375179112
and,19,0.06564949080348015,-0.13317964039742947
and,19,-0.026809058152139187,0.09724976494908333
and,19,-0.15567956515587866,0.017421789467334747
and,19,0.1679186476394534,-0.04730911087244749
and,19,-0.16037739999592304,0.05740640964359045
and,19,0.19407461024820805,0.06684741843491793
and,19,-0.0834029745310545,-0.045677550137043
and,19,-0.0264890156686306,0.08661184832453728
and,19,0.01410120353102684,-0.014928322285413742
and,19,-0.0631582997739315,-0.19411056488752365
and,19,-0.10015179589390755,0.1464059017598629
and,19,0.12962965108454227,0.007854955270886421
and,19,0.06644963938742876,-0.05502682738006115
and,19,-0.17770801670849323,-0.004610709846019745
and,19,0.05004310421645641,-0.09215785562992096
and,19,0.1328738834708929,0.06411641091108322
and,19,-0.031838624738156796,-0.017849095165729523
and,19,-0.08967289514839649,0.17663652077317238
and,21,0.014227218925952911,-0.16911630891263485
and,21,-0.11887823231518269,-0.0050119562074542046
and,21,0.13569096475839615,0.14767941134050488
and,21,-0.007155613973736763,-0.0857690367847681
and,21,0.13873755931854248,-0.00698702409863472
and,21,-0.14764728490263224,-0.08494316041469574
and,21,0.11404961720108986,0.16719949897378683
and,21,0.02695060893893242,-0.018247485160827637
and,21,-0.09230159223079681,0.05337378475815058
and,21,0.01859142631292343,0.017183220013976097
and,21,-0.015509427525103092,-0.2399405986070633
and,21,-0.11651730723679066,0.20136003196239471
and,21,0.06943909823894501,-0.15173753909766674
and,21,0.07587438635528088,-0.07837533950805664
and,21,0.0031982772052288055,0.10914518684148788
and,21,-0.07099656667560339,0.035524314269423485
and,21,-0.07645744737237692,-0.05458462983369827
and,21,0.12382128555327654,-0.005968431476503611
and,21,0.08172581810504198,-0.04630409646779299
and,23,-0.049516172148287296,0.004052390344440937
and,23,-0.0497656874358654,0.1474159862846136
and,23,0.03129565715789795,-0.14879442937672138
and,23,-0.04325832147151232,0.05867217481136322
and,23,0.11193710379302502,0.01685826340690255
and,23,-0.04766128584742546,0.0022793440148234367
and,23,-0.03959767706692219,-0.08479310758411884
and,23,0.023252803832292557,0.1183807048946619
and,23,0.07273606956005096,0.03333073668181896
and,23,-0.09136756137013435,-0.062144019175320864
and,23,0.08293358609080315,-0.07337989192456007
and,23,-0.2378363497555256,-0.01870056986808777
and,23,0.08900634571909904,0.097336046397686
and,23,0.03738867165520787,0.023404663428664207
and,23,-0.07562045659869909,-0.08128845412284136
and,23,0.13824566174298525,-0.011762607842683792
and,23,-0.0950526436790824,-0.029676534235477448
and,23,-0.06297239847481251,0.011512557975947857
and,23,0.07039880100637674,0.02910575643181801
and,23,-0.054818183183670044,0.029776019044220448
and,23,0.15031282184645534,-0.11258471012115479
and,24,-0.24551216699182987,0.06521766632795334
and,24,-0.04375628009438515,0.13759923540055752
and,24,0.22255921736359596,-0.11198575794696808
and,24,-0.056830030400305986,0.04939214698970318
and,24,-0.10441231913864613,-0.07980244141072035
and,24,0.0869240858592093,0.1847884189337492
and,24,0.11620364338159561,-0.15232689585536718
and,24,0.016676345840096474,0.04690266028046608
and,25,0.09061470814049244,-0.1341717280447483
and,25,-0.2286069206893444,0.08660347759723663
and,25,0.13601675489917397,0.0562867633998394
and,25,-0.10153027530759573,-0.11012600176036358
and,25,0.02435901388525963,0.029928844422101974
and,25,-0.06643550470471382,0.16593335568904877
another,5,-0.011243467219173908,-0.08910845592617989
another,7,0.046084217727184296,0.11175904981791973
another,9,-0.012554477900266647,-0.08886481821537018
another,11,-0.05991768464446068,-0.02051762491464615
another,12,0.04631204064935446,0.03434130176901817
another,15,-0.024102512281388044,-0.15617382898926735
another,17,0.051909103989601135,0.013908959925174713
another,17,-0.06196866184473038,0.004146518185734749
another,19,-0.008821550756692886,0.048349736258387566
another,19,0.07441809307783842,0.054926324635744095
anxiety,1,-0.01822645729407668,0.009687546640634537
anxiety,1,-0.10892718657851219,-0.042564308270812035
anxiety,1,0.011917703785002232,-0.05834011919796467
anxiety,1,0.0846209991723299,0.05657869949936867
anxiety,1,-0.0992386694997549,-0.02628250978887081
anxiety,1,0.05953256972134113,0.036694285459816456
anxiety,1,0.004811854101717472,0.11327188834547997
anxiety,3,-0.049726758152246475,-0.18026236537843943
anxiety,15,0.05907316878437996,0.05034828744828701
anxiety,15,0.00031521357595920563,-0.016777506098151207
anxiety,15,-0.051468828693032265,0.07957379706203938
aql,7,-0.08545604906976223,0.0016236230731010437
aql,7,0.14807199500501156,-0.0127846859395504
aql,8,-0.015944767743349075,-0.09953177720308304
aql,9,-0.045763800386339426,0.024749088101089
aql,9,0.0764943566173315,-0.03967725206166506
aql,9,-0.013080060482025146,0.015448654536157846
aql,9,-0.05163905397057533,-0.0006142761558294296
aql,9,0.011964291334152222,0.05024427827447653
aql,9,0.03748571686446667,-0.019887302070856094
aql,9,-0.0938089843839407,0.035394441802054644
aql,9,-0.01799398474395275,0.0898646367713809
aql,9,0.0026545394212007523,-0.02763570100069046
aql,9,0.027168703265488148,-0.06882831454277039
aql,9,-0.0467517328215763,-0.03587513603270054
aql,9,0.0007923871744424105,0.034695833921432495
aql,9,0.1538278814405203,-0.02907712012529373
aql,9,-0.03463280014693737,-0.008946677669882774
aql,9,0.02222617343068123,-0.0451120394282043
aql,9,-0.004927024245262146,0.07725737476721406
aql,9,0.06794352736324072,0.057691643945872784
aql,9,-0.1780832470394671,0.015434705652296543
aql,9,0.10777334682643414,-0.0749380299821496
aql,9,0.006160981021821499,0.021417055279016495
aql,9,-0.060007764026522636,-0.035174231976270676
aql,9,-0.06975933350622654,0.04382006451487541
aql,9,0.17752940021455288,-0.06245526671409607
aql,9,0.022578462027013302,-0.02689061500132084
aql,9,-0.049688346683979034,0.051042916253209114
aql,9,-0.027861470356583595,0.04438143316656351
aql,9,-0.11209857277572155,0.048599387519061565
aql,9,0.15882197208702564,-0.1399078294634819
aql,9,0.007935818284749985,-0.00487048365175724
aql,9,-0.13447350822389126,0.012036658823490143
aql,21,0.07515688566491008,0.09734387323260307
aql,22,-0.029337800573557615,-0.07537223771214485
aql,23,-0.010134663432836533,-0.027170472778379917
aql,23,-0.08299853466451168,0.0795195564860478
aql,23,0.04482767730951309,0.031470296904444695
aql,23,0.0603333106264472,-0.09492219612002373
aql,23,0.045772114768624306,-0.015359231270849705
aql,23,-0.10269000753760338,0.0754245724529028
aql,23,0.10852916352450848,-0.02967010997235775
aql,23,-0.0443064346909523,0.021290669217705727
aql,23,-0.09833636414259672,0.03491280321031809
aql,23,0.10195404384285212,-0.057140497490763664
aql,23,0.0012281097006052732,-0.0488135302439332
aql,23,-0.11992199905216694,0.1036374568939209
arabic,0,-0.12125067878514528,-0.02433827891945839
arabic,1,0.04266535211354494,0.0933157061226666
arabic,7,-0.019730329979211092,-0.04545852169394493
arabic,11,0.09831565618515015,-0.02351890690624714
arabic,14,-0.08958739787340164,-0.08276690822094679
arabic,15,0.0002765841782093048,-0.04816478816792369
are,0,-0.02759563736617565,-0.012293306645005941
are,0,-0.04009712487459183,0.01438790000975132
are,1,0.04369411617517471,0.07334831729531288
are,1,0.03389826975762844,-0.062366463243961334
are,1,-0.06308197416365147,0.0036864299327135086
are,1,-0.004077283665537834,-0.03608158975839615
