cluster,token,τ,Φ,order
1,filter,257,0.918398857,6
1,filter,287,0.694001555,7
1,filter,291,0.911394536,8
0,final,21,0.693762958,0
0,final,23,0.522159934,1
0,final,52,0.516789436,2
0,final,52,0.535609186,3
0,final,52,0.366306335,4
0,final,52,0.48231411,5
0,final,52,0.48231411,6
0,final,52,0.636546135,7
0,final,52,0.625602067,8
0,final,56,0.598993242,9
1,final,52,0.583040655,0
1,final,52,0.969885409,1
1,final,262,0.969885409,2
1,final,262,0.555686653,3
1,final,292,0.969885409,4
1,final,292,0.969885409,5
1,final,292,0.969885409,6
0,first,20,0.771884561,0
0,first,23,0.483731657,1
0,first,23,0.476485938,2
0,first,23,0.478888094,3
0,first,23,0.59667021,4
0,first,52,0.572550833,5
0,first,52,0.502162933,6
0,first,52,0.670637488,7
0,first,52,0.523976326,8
0,first,52,0.549718797,9
1,first,222,0.491506398,0
1,first,232,0.42116487,1
1,first,240,0.74590677,2
1,first,240,0.868145645,3
1,first,242,0.73818773,4
1,first,242,0.735393286,5
1,first,242,0.833683789,6
1,first,242,0.812118113,7
1,first,242,0.791561961,8
1,first,243,0.679027379,9
0,fixed,52,0.641801238,0
0,fixed,52,0.816280603,1
0,fixed,52,0.851115882,2
0,fixed,52,0.816280603,3
0,fixed,52,0.851115882,4
1,fixed,52,0.73034507,0
1,fixed,52,0.617638588,1
1,fixed,52,0.89073807,2
1,fixed,52,0.89073807,3
1,fixed,52,0.842928767,4
2,fixed,52,0.784797072,0
2,fixed,52,0.834915519,1
2,fixed,52,0.508293867,2
2,fixed,52,0.861130714,3
2,fixed,52,0.861130714,4
2,fixed,52,0.700386047,5
2,fixed,52,0.784797072,6
2,fixed,52,0.834915519,7
0,for,36,0.748474598,0
0,for,36,0.815944672,1
0,for,36,0.693469346,2
0,for,36,0.712183714,3
0,for,36,0.790626645,4
0,for,36,0.743190527,5
0,for,36,0.723323941,6
1,for,52,0.724504054,0
1,for,52,0.736337066,1
1,for,52,0.724504054,2
1,for,52,0.736337066,3
1,for,52,0.778393865,4
1,for,52,0.778393865,5
1,for,52,0.724504054,6
1,for,52,0.736337066,7
1,for,52,0.778393865,8
2,for,25,0.892356515,0
2,for,26,0.881670773,1
2,for,56,0.892356515,2
2,for,147,0.881670773,3
2,for,151,0.771235883,4
2,for,181,0.698641837,5
3,for,52,0.70618242,0
3,for,52,0.960628986,1
3,for,52,0.960628986,2
3,for,52,0.960628986,3
3,for,52,0.656291068,4
3,for,52,0.869726956,5
4,for,66,0.711686432,0
4,for,66,0.885110199,1
4,for,66,0.854765832,2
4,for,66,0.716743231,3
4,for,66,0.829705656,4
4,for,66,0.753160357,5
4,for,67,0.693190873,6
4,for,67,0.790516078,7
4,for,67,0.764733911,8
4,for,71,0.581822038,9
5,for,52,0.741106391,0
5,for,259,0.835454047,1
5,for,271,0.818782747,2
5,for,291,0.726565063,3
5,for,291,0.741042972,4
6,for,25,0.870740533,0
6,for,26,0.861704767,1
6,for,52,0.799059212,2
6,for,52,0.799059212,3
6,for,56,0.870740533,4
6,for,147,0.861704767,5
7,for,20,0.888313472,0
7,for,52,0.888313472,1
7,for,52,0.858608544,2
7,for,52,0.858608544,3
7,for,52,0.858608544,4
7,for,94,0.694942057,5
7,for,176,0.888313472,6
7,for,177,0.698316514,7
8,for,93,0.831324458,0
8,for,105,0.818808734,1
8,for,109,0.794960916,2
8,for,121,0.830255985,3
8,for,127,0.796787679,4
8,for,127,0.811432362,5
8,for,132,0.796787679,6
8,for,132,0.78094399,7
8,for,145,0.771884561,8
8,for,196,0.790038764,9
9,for,53,0.870791256,0
9,for,61,0.687394619,1
9,for,63,0.857916832,2
9,for,77,0.857916832,3
9,for,109,0.80727607,4
9,for,109,0.796773672,5
9,for,181,0.866462171,6
9,for,189,0.697817028,7
9,for,189,0.688960433,8
9,for,189,0.811423004,9
10,for,52,0.748889506,0
10,for,52,0.737114131,1
10,for,52,0.740879297,2
10,for,52,0.821140885,3
10,for,52,0.795930803,4
10,for,52,0.734607041,5
10,for,52,0.863767743,6
10,for,52,0.727101147,7
10,for,52,0.821140885,8
10,for,52,0.795930803,9
11,for,26,0.732061923,0
11,for,53,0.779250145,1
11,for,53,0.739631772,2
11,for,53,0.72145927,3
11,for,63,0.771785915,4
11,for,63,0.73797518,5
11,for,63,0.690347672,6
11,for,77,0.78070122,7
11,for,77,0.735985458,8
11,for,77,0.690347672,9
12,for,226,0.740695953,0
12,for,226,0.713218212,1
12,for,226,0.850402355,2
12,for,230,0.659757316,3
12,for,230,0.837086856,4
12,for,230,0.628030479,5
12,for,236,0.794280529,6
12,for,236,0.713218212,7
12,for,236,0.850402355,8
12,for,236,0.717046797,9
13,for,52,0.726046324,0
13,for,52,0.744997859,1
13,for,52,0.752408981,2
13,for,52,0.780877531,3
13,for,52,0.713272452,4
13,for,52,0.728106916,5
13,for,52,0.724838793,6
13,for,52,0.794287264,7
13,for,52,0.805622041,8
13,for,52,0.728106916,9
14,for,52,0.512914777,0
14,for,52,0.804641664,1
14,for,52,0.82015729,2
14,for,52,0.820301056,3
14,for,52,0.88494581,4
14,for,52,0.771058738,5
14,for,52,0.669597268,6
14,for,52,0.88494581,7
14,for,52,0.771058738,8
14,for,52,0.88494581,9
15,for,23,0.740547478,0
15,for,23,0.744509339,1
15,for,25,0.946816862,2
15,for,26,0.946816862,3
15,for,52,0.482206285,4
15,for,56,0.946816862,5
15,for,147,0.946816862,6
16,for,52,0.683110118,0
16,for,52,0.60437268,1
16,for,52,0.701850891,2
16,for,52,0.674847364,3
16,for,52,0.640053809,4
16,for,52,0.830239236,5
16,for,52,0.739897251,6
16,for,52,0.660811782,7
16,for,52,0.851771176,8
16,for,52,0.751277626,9
17,for,23,0.780360162,0
17,for,23,0.800103962,1
17,for,23,0.658266068,2
17,for,25,0.764137506,3
17,for,25,0.827186584,4
17,for,25,0.779491007,5
17,for,25,0.590430737,6
17,for,26,0.738872468,7
17,for,26,0.827186584,8
17,for,26,0.779491007,9
0,form,52,0.55909574,0
0,form,52,0.587045193,1
0,form,52,0.576121211,2
0,form,52,0.670866966,3
0,form,52,0.5507496,4
0,form,52,0.59928298,5
0,form,52,0.754587829,6
0,form,52,0.690104485,7
0,form,52,0.754587829,8
0,form,52,0.690104485,9
1,form,52,0.723858595,0
1,form,52,0.824583709,1
1,form,52,0.830062926,2
1,form,52,0.777401805,3
1,form,52,0.824583709,4
1,form,52,0.830062926,5
0,framework,52,0.730203867,0
0,framework,52,0.682332397,1
0,framework,52,0.854055166,2
0,framework,52,0.854055166,3
0,framework,52,0.76715678,4
0,framework,52,0.570113957,5
0,framework,52,0.646962404,6
0,framework,52,0.688162863,7
0,framework,52,0.756533384,8
0,framework,60,0.648992896,9
1,framework,52,0.915695667,0
1,framework,52,0.915695667,1
1,framework,52,0.915695667,2
1,framework,52,0.74953115,3
1,framework,52,0.866264403,4
1,framework,52,0.828766346,5
0,from,52,0.780182362,0
0,from,52,0.780182362,1
0,from,52,0.655400336,2
0,from,52,0.693739057,3
0,from,52,0.719042718,4
0,from,52,0.753856957,5
0,from,52,0.703697741,6
0,from,52,0.804524362,7
0,from,52,0.804524362,8
0,from,52,0.703697741,9
1,from,52,0.56948489,0
1,from,52,0.65898484,1
1,from,52,0.760472417,2
1,from,52,0.858383238,3
1,from,262,0.858383238,4
2,from,25,0.716586292,0
2,from,26,0.716586292,1
2,from,52,0.536772549,2
2,from,52,0.614588082,3
2,from,52,0.614588082,4
2,from,52,0.699745178,5
2,from,52,0.574766994,6
2,from,52,0.773127079,7
2,from,52,0.47064665,8
2,from,52,0.639239788,9
3,from,226,0.856957018,0
3,from,226,0.81810832,1
3,from,236,0.856957018,2
3,from,236,0.81810832,3
3,from,242,0.743693292,4
3,from,247,0.738273025,5
3,from,247,0.919123948,6
3,from,249,0.772572875,7
3,from,249,0.919123948,8
3,from,257,0.715202987,9
4,from,36,0.816325963,0
4,from,36,0.859511375,1
4,from,36,0.867668152,2
4,from,36,0.885237753,3
4,from,36,0.774550676,4
5,from,16,0.798425376,0
5,from,23,0.788448632,1
5,from,24,0.790915489,2
5,from,52,0.77133733,3
5,from,52,0.77133733,4
5,from,56,0.790915489,5
5,from,173,0.759761453,6
5,from,200,0.751411498,7
5,from,228,0.843698442,8
5,from,231,0.843698442,9
6,from,20,0.852610409,0
6,from,20,0.793695807,1
6,from,52,0.825034976,2
6,from,52,0.551208794,3
6,from,52,0.883309305,4
6,from,52,0.883309305,5
6,from,262,0.883309305,6
7,from,181,0.559672713,0
7,from,261,0.778922617,1
7,from,261,0.609144986,2
7,from,261,0.702201009,3
7,from,262,0.838920116,4
7,from,262,0.890581727,5
7,from,262,0.899526179,6
7,from,262,0.89992249,7
7,from,263,0.752221406,8
7,from,291,0.717029393,9
8,from,66,0.914849997,0
8,from,66,0.952171564,1
8,from,66,0.931526184,2
8,from,66,0.931526184,3
8,from,66,0.932648182,4
8,from,66,0.915799379,5
8,from,66,0.893822551,6
8,from,66,0.906380296,7
9,from,53,0.996662974,0
9,from,63,0.996662974,1
9,from,64,0.757337689,2
9,from,77,0.996662974,3
9,from,89,0.996662974,4
9,from,181,0.996662974,5
9,from,271,0.996662974,6
9,from,287,0.996662974,7
9,from,291,0.996662974,8
10,from,89,0.981862366,0
10,from,181,0.981862366,1
10,from,257,0.860974431,2
10,from,271,0.981862366,3
10,from,287,0.980504036,4
10,from,291,0.949487627,5
11,from,53,0.994926989,0
11,from,63,0.994926989,1
11,from,77,0.994926989,2
11,from,109,0.994926989,3
11,from,109,0.864287794,4
11,from,189,0.994926989,5
12,from,36,0.939212143,0
12,from,36,0.898239195,1
12,from,36,0.917503238,2
12,from,36,0.852716744,3
12,from,36,0.895705819,4
12,from,36,0.841754138,5
12,from,36,0.928456604,6
12,from,36,0.931048632,7
12,from,36,0.900068045,8
12,from,36,0.948517442,9
13,from,36,0.889714599,0
13,from,36,0.881122291,1
13,from,36,0.885341048,2
13,from,36,0.931509316,3
13,from,36,0.923529148,4
13,from,36,0.954853475,5
13,from,36,0.965036094,6
13,from,36,0.980036855,7
13,from,36,0.957381368,8
13,from,36,0.964085877,9
0,full,20,0.563576579,0
0,full,22,0.476866484,1
0,full,23,0.445384562,2
0,full,24,0.590594888,3
0,full,39,0.701534271,4
0,full,45,0.276439846,5
0,full,51,0.551635385,6
0,full,52,0.591942787,7
0,full,52,0.610536456,8
0,full,52,0.591942787,9
1,full,52,0.864115238,0
1,full,52,0.6878317,1
1,full,52,0.787458599,2
1,full,52,0.715202332,3
1,full,52,0.782916307,4
1,full,52,0.816307425,5
1,full,100,0.718209684,6
0,gamma,52,0.79805702,0
0,gamma,52,0.67081207,1
0,gamma,52,0.657243788,2
0,gamma,52,0.74860847,3
0,gamma,52,0.669130921,4
0,gamma,52,0.704686582,5
0,gamma,52,0.782565534,6
0,gamma,52,0.775782824,7
0,gamma,52,0.769237459,8
0,gamma,52,0.762649655,9
1,gamma,52,0.820643902,0
1,gamma,52,0.912841558,1
1,gamma,52,0.832831204,2
1,gamma,52,0.834902287,3
1,gamma,52,0.912841558,4
0,gemini,19,0.684959114,0
0,gemini,25,0.726563632,1
0,gemini,26,0.739003241,2
0,gemini,26,0.763580084,3
0,gemini,26,0.726136744,4
0,gemini,28,0.680753767,5
0,gemini,28,0.637498498,6
0,gemini,32,0.610541403,7
0,gemini,34,0.835329056,8
0,gemini,49,0.637498498,9
1,gemini,23,0.58575052,0
1,gemini,52,0.883225143,1
1,gemini,52,0.829377532,2
1,gemini,52,0.885561705,3
1,gemini,52,0.885561705,4
1,gemini,52,0.941212595,5
1,gemini,252,0.706491113,6
1,gemini,262,0.941212595,7
0,generate,23,0.586509347,0
0,generate,24,0.841551781,1
0,generate,52,0.623777747,2
0,generate,52,0.660979331,3
0,generate,52,0.573342085,4
0,generate,52,0.635679305,5
0,generate,52,0.624065042,6
0,generate,52,0.773600817,7
0,generate,52,0.732835054,8
0,generate,52,0.804528832,9
1,generate,26,0.547192752,0
1,generate,28,0.818694472,1
1,generate,28,0.712010324,2
1,generate,28,0.686454475,3
1,generate,28,0.815018594,4
1,generate,32,0.741794527,5
1,generate,35,0.891009808,6
1,generate,39,0.703006804,7
1,generate,49,0.892532527,8
0,generative,23,0.598588824,0
0,generative,25,0.716145992,1
0,generative,26,0.626071095,2
0,generative,52,0.739701033,3
0,generative,52,0.688496292,4
0,generative,52,0.665351868,5
0,generative,56,0.716145992,6
0,generative,89,0.677509427,7
0,generative,93,0.771029294,8
0,generative,104,0.747333229,9
1,generative,26,0.91216439,0
1,generative,35,0.873204529,1
1,generative,87,0.618405402,2
1,generative,93,0.791248739,3
1,generative,147,0.91216439,4
0,get,57,0.685575664,0
0,get,59,0.888886929,1
0,get,59,0.896487951,2
0,get,59,0.824836254,3
0,get,73,0.764295459,4
0,get,75,0.76954627,5
1,get,57,0.849545717,0
1,get,57,0.908756852,1
1,get,58,0.772143126,2
1,get,59,0.609443665,3
1,get,59,0.8551296,4
1,get,59,0.908756852,5
1,get,73,0.8551296,6
1,get,73,0.908756852,7
1,get,75,0.831463814,8
1,get,75,0.856001973,9
0,has,52,0.707985699,0
0,has,52,0.566752672,1
0,has,52,0.565931201,2
0,has,52,0.868395746,3
0,has,52,0.868395746,4
0,has,52,0.868395746,5
1,has,24,0.574762285,0
1,has,25,0.525730729,1
1,has,52,0.664526224,2
1,has,52,0.557540834,3
1,has,52,0.425128549,4
1,has,52,0.506938756,5
1,has,52,0.417408198,6
1,has,52,0.406478018,7
1,has,52,0.498243421,8
1,has,52,0.406478018,9
2,has,52,0.797022879,0
2,has,52,0.834358931,1
2,has,52,0.635165691,2
2,has,169,0.771886766,3
2,has,205,0.753726482,4
0,have,52,0.42300117,0
0,have,52,0.556060374,1
0,have,52,0.476378232,2
0,have,52,0.530948818,3
0,have,52,0.398996532,4
0,have,52,0.406280965,5
0,have,52,0.508185744,6
0,have,52,0.431792766,7
0,have,52,0.234390646,8
0,have,52,0.593873203,9
1,have,52,0.697030783,0
1,have,52,0.684913933,1
1,have,52,0.805544674,2
1,have,52,0.71027571,3
1,have,52,0.692340732,4
1,have,52,0.723378241,5
1,have,52,0.805120766,6
1,have,262,0.803100407,7
0,head,52,0.723045111,0
0,head,52,0.650184095,1
0,head,52,0.900671661,2
0,head,52,0.841481566,3
0,head,52,0.841481566,4
0,head,52,0.900671661,5
0,head,52,0.900671661,6
0,head,52,0.723045111,7
1,head,52,0.725346088,0
1,head,52,0.964778423,1
1,head,52,0.964778423,2
1,head,52,0.857992232,3
1,head,52,0.857992232,4
1,head,52,0.964778423,5
1,head,52,0.964778423,6
0,here,52,0.599818707,0
0,here,52,0.531430662,1
0,here,53,0.670407474,2
0,here,73,0.548762381,3
0,here,81,0.762700558,4
0,here,91,0.708412945,5
0,here,95,0.543496609,6
0,here,102,0.571949184,7
0,here,102,0.548264623,8
0,here,189,0.413329571,9
1,here,52,0.87673372,0
1,here,52,0.940014839,1
1,here,52,0.854758561,2
1,here,52,0.857069492,3
1,here,52,0.717303276,4
1,here,262,0.649478674,5
0,his,22,0.632502735,0
0,his,26,0.757286787,1
0,his,52,0.685986638,2
0,his,52,0.685144901,3
0,his,52,0.715304375,4
0,his,81,0.721356392,5
0,his,81,0.576177359,6
0,his,94,0.656893909,7
0,his,94,0.668931901,8
0,his,147,0.757286787,9
1,his,52,0.868460536,0
1,his,52,0.868460536,1
1,his,147,0.70863086,2
1,his,216,0.780973136,3
1,his,283,0.78530103,4
0,how,16,0.446242869,0
0,how,25,0.46269384,1
0,how,52,0.387569666,2
0,how,52,0.446326286,3
0,how,52,0.517330885,4
0,how,52,0.48535037,5
0,how,52,0.21926631,6
0,how,52,0.21926631,7
0,how,52,0.343888879,8
0,how,52,0.478120655,9
1,how,52,0.88269943,0
1,how,52,0.688952267,1
1,how,52,0.587555408,2
1,how,52,0.777606308,3
1,how,52,0.723466754,4
1,how,52,0.88269943,5
1,how,52,0.88269943,6
0,hub,36,0.814517558,0
0,hub,36,0.866124213,1
0,hub,36,0.829212129,2
0,hub,36,0.820051551,3
0,hub,64,0.778943539,4
0,hub,65,0.88381815,5
0,hub,65,0.791450739,6
0,hub,67,0.867531657,7
0,hub,69,0.866405725,8
0,hub,73,0.797406852,9
1,hub,36,0.731596828,0
1,hub,64,0.800502241,1
1,hub,65,0.801247835,2
1,hub,65,0.819920421,3
1,hub,66,0.851195276,4
1,hub,66,0.889684618,5
1,hub,66,0.851809561,6
0,human,52,0.803895354,0
0,human,52,0.803895354,1
0,human,52,0.456200331,2
0,human,52,0.70527184,3
0,human,52,0.780374646,4
0,human,52,0.870409369,5
0,human,52,0.878794134,6
0,human,52,0.878794134,7
0,human,104,0.657012284,8
0,human,262,0.803895354,9
1,human,23,0.769617975,0
1,human,25,0.710190594,1
1,human,26,0.869106472,2
1,human,26,0.749677002,3
1,human,52,0.577071369,4
1,human,53,0.788197815,5
1,human,56,0.710190594,6
1,human,63,0.788197815,7
1,human,77,0.788197815,8
1,human,85,0.883565009,9
2,human,13,0.717863441,0
2,human,21,0.774130404,1
2,human,21,0.847335637,2
2,human,23,0.76460278,3
2,human,50,0.802645683,4
2,human,52,0.756830215,5
2,human,52,0.766447783,6
2,human,60,0.811910808,7
3,human,52,0.867030323,0
3,human,52,0.914676964,1
3,human,52,0.867030323,2
3,human,52,0.914676964,3
3,human,52,0.81801182,4
3,human,52,0.707718611,5
3,human,262,0.914676964,6
0,idea,52,0.75555563,0
0,idea,52,0.662882984,1
0,idea,52,0.691791952,2
0,idea,52,0.756028771,3
0,idea,52,0.623681486,4
0,idea,216,0.67590028,5
0,idea,273,0.713686168,6
1,idea,52,0.58172071,0
1,idea,52,0.920609057,1
1,idea,52,0.86512351,2
1,idea,52,0.920609057,3
1,idea,52,0.920609057,4
1,idea,52,0.86512351,5
0,identity,18,0.524573445,0
0,identity,52,0.606856704,1
0,identity,52,0.748802304,2
0,identity,52,0.638877273,3
0,identity,52,0.675053179,4
0,identity,52,0.569077015,5
0,identity,52,0.775054395,6
0,identity,52,0.825677514,7
0,identity,52,0.822900832,8
0,identity,52,0.670858383,9
1,identity,26,0.829343557,0
1,identity,52,0.672459483,1
1,identity,52,0.831476212,2
1,identity,52,0.831476212,3
1,identity,83,0.62584132,4
1,identity,147,0.829343557,5
1,identity,196,0.743480146,6
1,identity,205,0.758964062,7
1,identity,211,0.768016219,8
1,identity,251,0.756543875,9
0,idx,63,0.823767364,0
0,idx,63,0.839966774,1
0,idx,63,0.834268272,2
0,idx,77,0.823767364,3
0,idx,77,0.839966774,4
0,idx,77,0.834268272,5
1,idx,257,0.667376876,0
1,idx,257,0.756906807,1
1,idx,287,0.963649869,2
1,idx,289,0.963649869,3
1,idx,289,0.963649869,4
1,idx,291,0.963649869,5
2,idx,181,0.700885952,0
2,idx,181,0.700641692,1
2,idx,181,0.743905425,2
2,idx,181,0.796449125,3
2,idx,287,0.698062599,4
2,idx,287,0.941276431,5
2,idx,287,0.925714612,6
2,idx,287,0.931982338,7
2,idx,287,0.896479189,8
2,idx,291,0.885059774,9
0,iii,23,0.771439195,0
0,iii,25,0.706972718,1
0,iii,26,0.889630437,2
0,iii,26,0.813912809,3
0,iii,26,0.927594304,4
0,iii,26,0.410454333,5
0,iii,53,0.914910734,6
0,iii,56,0.706972718,7
0,iii,63,0.914910734,8
0,iii,77,0.914910734,9
1,iii,24,0.833867252,0
1,iii,100,0.807038844,1
1,iii,120,0.729755878,2
1,iii,151,0.852048814,3
1,iii,189,0.831938386,4
0,iman,23,0.729477048,0
0,iman,25,0.85946101,1
0,iman,26,0.85946101,2
0,iman,52,0.784566402,3
0,iman,52,0.862447143,4
0,iman,52,0.834319472,5
0,iman,52,0.817720532,6
0,iman,52,0.774925172,7
0,iman,52,0.817720532,8
0,iman,52,0.774925172,9
1,iman,52,0.730912924,0
1,iman,52,0.870919704,1
1,iman,52,0.790843129,2
1,iman,52,0.871546388,3
1,iman,52,0.781421542,4
1,iman,52,0.834788442,5
1,iman,52,0.679725647,6
1,iman,52,0.788486898,7
1,iman,52,0.83083576,8
1,iman,52,0.751698315,9
2,iman,26,0.669174016,0
2,iman,34,0.688856781,1
2,iman,49,0.688856781,2
2,iman,50,0.74429816,3
2,iman,51,0.697939336,4
2,iman,51,0.713507652,5
2,iman,53,0.830642819,6
2,iman,53,0.751231253,7
2,iman,53,0.817233026,8
2,iman,53,0.85788393,9
3,iman,262,0.99061352,0
3,iman,262,0.92172116,1
3,iman,262,0.894034564,2
3,iman,292,0.99061352,3
3,iman,292,0.99061352,4
3,iman,292,0.99061352,5
0,import,53,0.935538709,0
0,import,53,0.734113634,1
0,import,63,0.935538709,2
0,import,63,0.734113634,3
0,import,77,0.935538709,4
0,import,77,0.734113634,5
0,import,89,0.869076729,6
0,import,181,0.917318463,7
0,import,271,0.869076729,8
0,import,287,0.892648518,9
1,import,34,0.896927357,0
1,import,34,0.949981868,1
1,import,49,0.961509943,2
1,import,51,0.880169153,3
1,import,51,0.9100613,4
2,import,53,0.920831919,0
2,import,63,0.920831919,1
2,import,77,0.920831919,2
2,import,89,0.834133685,3
2,import,89,0.938371301,4
2,import,109,0.86374855,5
2,import,109,0.872957885,6
2,import,181,0.824810982,7
2,import,181,0.938371301,8
2,import,257,0.855067849,9
3,import,53,0.806604326,0
3,import,53,0.948437452,1
3,import,53,0.959865987,2
3,import,63,0.923199534,3
3,import,63,0.959865987,4
3,import,77,0.839937568,5
3,import,77,0.959117532,6
3,import,77,0.959865987,7
3,import,89,0.868431211,8
3,import,109,0.875329137,9
4,import,226,0.876074791,0
4,import,226,0.9537099,1
4,import,236,0.876074791,2
4,import,236,0.9537099,3
4,import,247,0.966522276,4
4,import,249,0.966522276,5
4,import,257,0.888502538,6
0,index,53,0.443135053,0
0,index,63,0.672272682,1
0,index,63,0.699851632,2
0,index,63,0.629349828,3
0,index,63,0.715711415,4
0,index,63,0.613849878,5
0,index,77,0.672272682,6
0,index,77,0.743681371,7
0,index,77,0.629349828,8
0,index,77,0.715711415,9
1,index,240,0.760522723,0
1,index,242,0.742298245,1
1,index,242,0.881378651,2
1,index,242,0.83543098,3
1,index,242,0.806090057,4
1,index,242,0.824274063,5
1,index,242,0.792151868,6
1,index,247,0.660731971,7
1,index,247,0.881378651,8
1,index,247,0.83543098,9
0,indices,26,0.756385684,0
0,indices,87,0.700573444,1
0,indices,109,0.716871083,2
0,indices,109,0.692583621,3
0,indices,147,0.756385684,4
0,indices,154,0.56004715,5
0,indices,155,0.580071688,6
0,indices,155,0.792723119,7
0,indices,165,0.604355216,8
0,indices,165,0.675551414,9
1,indices,242,0.88029635,0
1,indices,242,0.921389937,1
1,indices,247,0.662072837,2
1,indices,247,0.846117795,3
1,indices,247,0.921389937,4
1,indices,249,0.589546323,5
1,indices,249,0.882549822,6
1,indices,249,0.921389937,7
0,initial,52,0.523370206,0
0,initial,52,0.639804482,1
0,initial,52,0.717315912,2
0,initial,52,0.633300126,3
0,initial,52,0.696772158,4
0,initial,52,0.696772158,5
0,initial,81,0.525765538,6
0,initial,262,0.735829353,7
1,initial,52,0.777263105,0
1,initial,52,0.777263105,1
1,initial,52,0.558072865,2
1,initial,52,0.828850091,3
1,initial,52,0.828850091,4
1,initial,52,0.828850091,5
1,initial,262,0.777263105,6
0,install,23,0.5732041,0
0,install,28,0.812529504,1
0,install,28,0.699441791,2
0,install,28,0.785307229,3
0,install,28,0.826013982,4
0,install,34,0.812529504,5
0,install,34,0.841027439,6
0,install,34,0.853498459,7
0,install,34,0.826013982,8
0,install,36,0.694133461,9
1,install,39,0.837570906,0
1,install,39,0.816510201,1
1,install,39,0.833520114,2
1,install,41,0.90286237,3
1,install,49,0.75507468,4
1,install,49,0.882396936,5
1,install,49,0.909515381,6
0,instance,23,0.717785776,0
0,instance,23,0.897083521,1
0,instance,25,0.951083899,2
0,instance,26,0.951083899,3
0,instance,56,0.830956399,4
0,instance,147,0.951083899,5
1,instance,23,0.565480292,0
1,instance,52,0.65611279,1
1,instance,52,0.65611279,2
1,instance,52,0.55706054,3
1,instance,52,0.729027271,4
1,instance,52,0.729027271,5
1,instance,52,0.729027271,6
1,instance,52,0.636221468,7
1,instance,52,0.485536218,8
1,instance,52,0.636221468,9
0,inter,53,0.75674355,0
0,inter,53,0.784905672,1
0,inter,53,0.777054369,2
0,inter,53,0.797001839,3
0,inter,53,0.854796171,4
0,inter,63,0.86565882,5
0,inter,63,0.833331347,6
0,inter,63,0.878899932,7
0,inter,77,0.86565882,8
0,inter,77,0.833331347,9
1,inter,53,0.945466638,0
1,inter,53,0.951000214,1
1,inter,53,0.644807696,2
1,inter,63,0.945466638,3
1,inter,63,0.951000214,4
1,inter,77,0.945466638,5
1,inter,77,0.951000214,6
0,internal,24,0.43468827,0
0,internal,26,0.638259709,1
0,internal,52,0.284190387,2
0,internal,52,0.458873928,3
0,internal,52,0.324659556,4
0,internal,52,0.49834913,5
0,internal,52,0.541181922,6
0,internal,52,0.401269317,7
0,internal,52,0.444712371,8
0,internal,52,0.251782417,9
1,internal,36,0.880079329,0
1,internal,36,0.880079329,1
1,internal,36,0.904555082,2
1,internal,36,0.842854261,3
1,internal,36,0.736367702,4
1,internal,36,0.802304804,5
1,internal,36,0.846406877,6
1,internal,36,0.910552442,7
1,internal,36,0.910552442,8
1,internal,36,0.894431651,9
0,into,23,0.889307261,0
0,into,23,0.57575506,1
0,into,25,0.9701069,2
0,into,26,0.970582724,3
0,into,26,0.92817086,4
0,into,56,0.939235985,5
0,into,147,0.970582724,6
1,into,22,0.766564012,0
1,into,22,0.817174077,1
1,into,52,0.806431055,2
1,into,52,0.649824202,3
1,into,117,0.638048828,4
1,into,292,0.816986501,5
2,into,23,0.330136627,0
2,into,23,0.435025603,1
2,into,23,0.452483267,2
2,into,23,0.356057972,3
2,into,24,0.445559144,4
2,into,26,0.562069416,5
2,into,28,0.496662259,6
2,into,47,0.251000613,7
2,into,52,0.459183097,8
2,into,52,0.351481616,9
3,into,25,0.834935606,0
3,into,26,0.841144979,1
3,into,41,0.480541587,2
3,into,56,0.834935606,3
3,into,57,0.622177541,4
3,into,101,0.460962057,5
3,into,117,0.7664662,6
3,into,147,0.841144979,7
0,invocation,25,0.804470599,0
0,invocation,52,0.874134064,1
0,invocation,52,0.616121173,2
0,invocation,52,0.68849057,3
0,invocation,52,0.831363201,4
0,invocation,52,0.821504414,5
0,invocation,52,0.821504414,6
0,invocation,56,0.811937273,7
1,invocation,52,0.745380521,0
1,invocation,52,0.924696386,1
1,invocation,52,0.921723843,2
1,invocation,52,0.739656687,3
1,invocation,52,0.923811913,4
1,invocation,262,0.923811913,5
0,item,22,0.65393877,0
0,item,22,0.512368858,1
0,item,22,0.569945693,2
0,item,52,0.642405391,3
0,item,52,0.68220669,4
0,item,52,0.722086251,5
0,item,52,0.691223145,6
0,item,52,0.574810326,7
0,item,52,0.534507692,8
0,item,52,0.632911742,9
1,item,52,0.837153375,0
1,item,52,0.792526662,1
1,item,52,0.83117342,2
1,item,52,0.837153375,3
1,item,52,0.792526662,4
1,item,52,0.83117342,5
0,its,18,0.439696491,0
0,its,20,0.379988402,1
0,its,52,0.477887392,2
0,its,52,0.592094004,3
0,its,52,0.503684044,4
0,its,52,0.44986698,5
0,its,52,0.512991011,6
0,its,52,0.483297825,7
0,its,52,0.552129745,8
0,its,52,0.517435312,9
1,its,52,0.868443727,0
1,its,52,0.868443727,1
1,its,123,0.864643514,2
1,its,132,0.864643514,3
1,its,253,0.807737291,4
1,its,277,0.716026366,5
0,itself,52,0.719067216,0
0,itself,52,0.603490651,1
0,itself,52,0.759236038,2
0,itself,52,0.499102145,3
0,itself,52,0.714717448,4
0,itself,52,0.641088963,5
0,itself,52,0.575873852,6
0,itself,52,0.436857611,7
